Table IV
The resulting deperturbed (diabatic) potential energy curves of the singlet A1Sigma+ 
state U_A(r) and triplet b3Pi(Omega=0,1,2) sub-states U_b0(r), U_b1(r), U_b2(r) 
as well as spin-orbit splitting A_01(r), A_12(r) and V_Ab0(r) functions.
Energies - in cm-1, internuclear distance in Angstroms.
=======================================================================================
     r       U_A       U_b0       U_b1        U_b2        A_01        A_12      V_Ab0
---------------------------------------------------------------------------------------
  Angstroms                                         cm-1
=======================================================================================
  6.975222  13194.315  15753.274  15910.452  16076.304    157.177    165.852    109.723
  6.982352  13205.894  15757.736  15915.146  16081.166    157.410    166.020    109.832
  6.989519  13217.528  15762.186  15919.828  16086.015    157.642    166.187    109.942
  6.996724  13229.220  15766.622  15924.496  16090.851    157.874    166.354    110.053
  7.003968  13240.968  15771.045  15929.151  16095.673    158.107    166.521    110.164
  7.011251  13252.773  15775.455  15933.793  16100.482    158.339    166.688    110.277
  7.018572  13264.636  15779.851  15938.422  16105.277    158.571    166.855    110.390
  7.025934  13276.557  15784.234  15943.037  16110.058    158.803    167.021    110.504
  7.033335  13288.536  15788.604  15947.639  16114.826    159.035    167.187    110.620
  7.040777  13300.574  15792.960  15952.227  16119.580    159.266    167.353    110.736
  7.048260  13312.671  15797.303  15956.801  16124.320    159.498    167.519    110.853
  7.055784  13324.827  15801.632  15961.361  16129.046    159.729    167.685    110.972
  7.063350  13337.044  15805.948  15965.908  16133.758    159.960    167.850    111.091
  7.070958  13349.320  15810.249  15970.441  16138.456    160.191    168.015    111.212
  7.078609  13361.657  15814.537  15974.959  16143.140    160.422    168.180    111.333
  7.086303  13374.056  15818.811  15979.464  16147.809    160.653    168.345    111.456
  7.094042  13386.515  15823.071  15983.955  16152.464    160.883    168.509    111.579
  7.101824  13399.037  15827.317  15988.431  16157.104    161.114    168.673    111.704
  7.109651  13411.621  15831.549  15992.893  16161.730    161.344    168.837    111.830
  7.117523  13424.267  15835.767  15997.341  16166.341    161.573    169.001    111.957
  7.125441  13436.976  15839.971  16001.774  16170.938    161.803    169.164    112.085
  7.133405  13449.750  15844.160  16006.192  16175.519    162.032    169.327    112.214
  7.141417  13462.586  15848.335  16010.596  16180.086    162.261    169.490    112.344
  7.149475  13475.488  15852.496  16014.986  16184.638    162.490    169.652    112.476
  7.157582  13488.454  15856.642  16019.360  16189.174    162.718    169.814    112.609
  7.165737  13501.485  15860.774  16023.720  16193.696    162.946    169.976    112.743
  7.173941  13514.582  15864.891  16028.065  16198.202    163.174    170.137    112.879
  7.182194  13527.745  15868.993  16032.395  16202.692    163.402    170.298    113.015
  7.190498  13540.974  15873.081  16036.709  16207.168    163.629    170.459    113.153
  7.198853  13554.271  15877.153  16041.009  16211.628    163.855    170.619    113.293
  7.207260  13567.634  15881.211  16045.293  16216.072    164.082    170.779    113.433
  7.215718  13581.066  15885.254  16049.562  16220.500    164.308    170.938    113.575
  7.224229  13594.566  15889.282  16053.816  16224.913    164.534    171.097    113.719
  7.232794  13608.134  15893.295  16058.054  16229.310    164.759    171.256    113.864
  7.241413  13621.772  15897.293  16062.276  16233.691    164.984    171.414    114.010
  7.250086  13635.479  15901.275  16066.483  16238.055    165.208    171.572    114.158
  7.258815  13649.257  15905.242  16070.674  16242.404    165.432    171.730    114.307
  7.267600  13663.105  15909.194  16074.850  16246.737    165.655    171.887    114.458
  7.276442  13677.024  15913.131  16079.009  16251.053    165.878    172.044    114.610
  7.285341  13691.014  15917.052  16083.153  16255.352    166.101    172.200    114.764
  7.294298  13705.077  15920.957  16087.280  16259.636    166.323    172.355    114.919
  7.303315  13719.211  15924.847  16091.392  16263.902    166.544    172.511    115.076
  7.312392  13733.419  15928.722  16095.487  16268.152    166.765    172.665    115.235
  7.321529  13747.700  15932.580  16099.566  16272.386    166.986    172.820    115.395
  7.330727  13762.055  15936.423  16103.629  16276.602    167.206    172.973    115.557
  7.339988  13776.484  15940.250  16107.675  16280.801    167.425    173.127    115.721
  7.349312  13790.988  15944.061  16111.705  16284.984    167.644    173.279    115.886
  7.358699  13805.567  15947.856  16115.718  16289.149    167.862    173.431    116.054
  7.368152  13820.222  15951.635  16119.714  16293.297    168.079    173.583    116.223
  7.377670  13834.953  15955.398  16123.694  16297.428    168.296    173.734    116.393
  7.387254  13849.760  15959.145  16127.657  16301.542    168.512    173.885    116.566
  7.396906  13864.645  15962.875  16131.603  16305.638    168.728    174.035    116.741
  7.406626  13879.608  15966.589  16135.532  16309.716    168.943    174.184    116.917
  7.416416  13894.649  15970.287  16139.444  16313.777    169.157    174.333    117.096
  7.426276  13909.768  15973.969  16143.339  16317.820    169.371    174.481    117.277
  7.436207  13924.967  15977.634  16147.217  16321.845    169.583    174.628    117.459
  7.446210  13940.245  15981.282  16151.077  16325.853    169.795    174.775    117.644
  7.456287  13955.603  15984.914  16154.921  16329.842    170.007    174.922    117.831
  7.466438  13971.042  15988.529  16158.746  16333.813    170.217    175.067    118.019
  7.476664  13986.562  15992.128  16162.554  16337.767    170.427    175.212    118.211
  7.486967  14002.163  15995.709  16166.345  16341.701    170.636    175.357    118.404
  7.497348  14017.847  15999.274  16170.118  16345.618    170.844    175.500    118.599
  7.507807  14033.612  16002.822  16173.873  16349.516    171.051    175.643    118.797
  7.518346  14049.461  16006.353  16177.610  16353.395    171.257    175.785    118.998
  7.528967  14065.394  16009.867  16181.330  16357.256    171.463    175.927    119.200
  7.539669  14081.410  16013.364  16185.031  16361.099    171.667    176.067    119.405
  7.550456  14097.511  16016.844  16188.715  16364.922    171.871    176.207    119.613
  7.561327  14113.697  16020.306  16192.380  16368.727    172.074    176.347    119.823
  7.572284  14129.968  16023.751  16196.027  16372.512    172.275    176.485    120.035
  7.583329  14146.325  16027.179  16199.656  16376.279    172.476    176.623    120.251
  7.594463  14162.768  16030.590  16203.266  16380.026    172.676    176.760    120.469
  7.605687  14179.298  16033.983  16206.858  16383.754    172.875    176.896    120.689
  7.617003  14195.916  16037.359  16210.432  16387.463    173.073    177.031    120.913
  7.628412  14212.621  16040.717  16213.986  16391.152    173.269    177.166    121.139
  7.639916  14229.414  16044.058  16217.523  16394.822    173.465    177.299    121.368
  7.651515  14246.295  16047.381  16221.040  16398.472    173.660    177.432    121.600
  7.663213  14263.266  16050.686  16224.539  16402.103    173.853    177.564    121.835
  7.675010  14280.326  16053.973  16228.019  16405.714    174.045    177.695    122.073
  7.686908  14297.475  16057.243  16231.480  16409.305    174.237    177.825    122.314
  7.698908  14314.715  16060.495  16234.921  16412.876    174.427    177.955    122.558
  7.711013  14332.045  16063.728  16238.344  16416.427    174.616    178.083    122.805
  7.723224  14349.467  16066.944  16241.748  16419.958    174.803    178.210    123.056
  7.735543  14366.979  16070.142  16245.132  16423.469    174.990    178.337    123.310
  7.747971  14384.584  16073.322  16248.497  16426.959    175.175    178.462    123.568
  7.760512  14402.280  16076.483  16251.842  16430.429    175.359    178.587    123.828
  7.773166  14420.069  16079.627  16255.168  16433.879    175.542    178.710    124.093
  7.785935  14437.950  16082.752  16258.475  16437.308    175.723    178.833    124.361
  7.798822  14455.925  16085.859  16261.762  16440.717    175.903    178.955    124.632
  7.811829  14473.992  16088.947  16265.029  16444.104    176.082    179.075    124.908
  7.824958  14492.153  16092.018  16268.277  16447.471    176.259    179.195    125.187
  7.838211  14510.408  16095.069  16271.504  16450.818    176.435    179.313    125.470
  7.851591  14528.757  16098.103  16274.712  16454.143    176.609    179.431    125.757
  7.865099  14547.200  16101.117  16277.900  16457.447    176.783    179.547    126.048
  7.878739  14565.738  16104.113  16281.068  16460.730    176.954    179.663    126.343
  7.892512  14584.370  16107.091  16284.215  16463.992    177.124    179.777    126.643
  7.906421  14603.096  16110.050  16287.343  16467.233    177.293    179.890    126.946
  7.920468  14621.918  16112.990  16290.450  16470.452    177.460    180.002    127.255
  7.934658  14640.834  16115.911  16293.537  16473.650    177.626    180.113    127.567
  7.948991  14659.845  16118.814  16296.604  16476.826    177.790    180.223    127.884
  7.963471  14678.951  16121.697  16299.650  16479.981    177.953    180.331    128.206
  7.978101  14698.152  16124.562  16302.676  16483.114    178.114    180.438    128.532
  7.992884  14717.447  16127.408  16305.681  16486.225    178.273    180.545    128.863
  8.007823  14736.838  16130.235  16308.665  16489.315    178.431    180.650    129.199
  8.022921  14756.323  16133.042  16311.629  16492.383    178.587    180.754    129.540
  8.038181  14775.902  16135.831  16314.572  16495.428    178.741    180.856    129.886
  8.053608  14795.575  16138.600  16317.494  16498.452    178.894    180.958    130.238
  8.069203  14815.342  16141.351  16320.396  16501.453    179.045    181.058    130.594
  8.084971  14835.203  16144.082  16323.276  16504.433    179.194    181.157    130.956
  8.100915  14855.157  16146.794  16326.136  16507.390    179.342    181.254    131.324
  8.117040  14875.203  16149.487  16328.974  16510.325    179.487    181.351    131.697
  8.133349  14895.342  16152.160  16331.791  16513.237    179.631    181.446    132.076
  8.149846  14915.572  16154.814  16334.587  16516.127    179.773    181.539    132.461
  8.166536  14935.893  16157.449  16337.362  16518.994    179.913    181.632    132.852
  8.183422  14956.304  16160.064  16340.116  16521.839    180.052    181.723    133.248
  8.200509  14976.805  16162.660  16342.848  16524.661    180.188    181.813    133.651
  8.217802  14997.395  16165.236  16345.559  16527.460    180.323    181.901    134.061
  8.235306  15018.072  16167.793  16348.248  16530.237    180.456    181.988    134.476
  8.253025  15038.836  16170.330  16350.916  16532.990    180.586    182.074    134.899
  8.270964  15059.685  16172.847  16353.563  16535.721    180.715    182.159    135.327
  8.289129  15080.618  16175.345  16356.187  16538.429    180.842    182.241    135.763
  8.307526  15101.635  16177.824  16358.790  16541.114    180.967    182.323    136.206
  8.326159  15122.733  16180.282  16361.372  16543.775    181.090    182.403    136.655
  8.345035  15143.911  16182.721  16363.932  16546.414    181.210    182.482    137.112
  8.364160  15165.168  16185.140  16366.470  16549.029    181.329    182.559    137.576
  8.383540  15186.501  16187.540  16368.986  16551.621    181.446    182.635    138.048
  8.403181  15207.909  16189.919  16371.480  16554.190    181.561    182.710    138.527
  8.423091  15229.389  16192.279  16373.952  16556.735    181.673    182.783    139.014
  8.443276  15250.940  16194.619  16376.403  16559.257    181.784    182.855    139.508
  8.463743  15272.559  16196.939  16378.831  16561.756    181.892    182.925    140.011
  8.484501  15294.243  16199.239  16381.237  16564.231    181.998    182.993    140.521
  8.505557  15315.990  16201.519  16383.622  16566.682    182.102    183.061    141.040
  8.526919  15337.798  16203.779  16385.984  16569.110    182.204    183.127    141.567
  8.548596  15359.662  16206.020  16388.324  16571.515    182.304    183.191    142.103
  8.570597  15381.580  16208.240  16390.642  16573.895    182.402    183.254    142.647
  8.592930  15403.549  16210.440  16392.938  16576.253    182.497    183.315    143.200
  8.615606  15425.564  16212.620  16395.211  16578.586    182.591    183.375    143.762
  8.638635  15447.622  16214.781  16397.462  16580.896    182.682    183.433    144.332
  8.662027  15469.719  16216.921  16399.691  16583.182    182.771    183.490    144.912
  8.685792  15491.850  16219.041  16401.898  16585.444    182.857    183.546    145.501
  8.709943  15514.012  16221.141  16404.083  16587.682    182.942    183.599    146.099
  8.734491  15536.198  16223.221  16406.245  16589.897    183.024    183.652    146.706
  8.759450  15558.404  16225.280  16408.385  16592.087    183.104    183.703    147.323
  8.784830  15580.624  16227.320  16410.502  16594.254    183.182    183.752    147.949
  8.810648  15602.854  16229.340  16412.597  16596.397    183.258    183.800    148.585
  8.836916  15625.086  16231.339  16414.670  16598.517    183.331    183.847    149.231
  8.863651  15647.314  16233.318  16416.720  16600.612    183.402    183.892    149.886
  8.890866  15669.532  16235.277  16418.748  16602.683    183.471    183.935    150.551
  8.918581  15691.732  16237.216  16420.754  16604.731    183.538    183.977    151.225
  8.946810  15713.907  16239.135  16422.737  16606.755    183.602    184.018    151.910
  8.975574  15736.050  16241.033  16424.698  16608.755    183.665    184.057    152.604
  9.004891  15758.151  16242.911  16426.636  16610.731    183.725    184.095    153.307
  9.034781  15780.203  16244.769  16428.552  16612.684    183.783    184.131    154.020
  9.065266  15802.195  16246.607  16430.446  16614.612    183.839    184.166    154.743
  9.096369  15824.120  16248.425  16432.317  16616.517    183.892    184.200    155.475
  9.128113  15845.965  16250.222  16434.166  16618.398    183.944    184.232    156.216
  9.160524  15867.722  16252.000  16435.993  16620.256    183.993    184.263    156.966
  9.193627  15889.379  16253.757  16437.798  16622.090    184.041    184.292    157.726
  9.227453  15910.924  16255.494  16439.580  16623.900    184.086    184.320    158.493
  9.262029  15932.345  16257.210  16441.340  16625.687    184.129    184.347    159.269
  9.297389  15953.630  16258.907  16443.078  16627.450    184.170    184.373    160.053
  9.333566  15974.765  16260.583  16444.793  16629.190    184.210    184.397    160.844
  9.370597  15995.737  16262.240  16446.487  16630.906    184.247    184.420    161.642
  9.408518  16016.532  16263.876  16448.158  16632.599    184.282    184.441    162.447
  9.447373  16037.134  16265.492  16449.807  16634.269    184.316    184.462    163.257
  9.487203  16057.528  16267.087  16451.435  16635.916    184.347    184.481    164.073
  9.528057  16077.698  16268.663  16453.040  16637.539    184.377    184.499    164.894
  9.569983  16097.627  16270.219  16454.623  16639.140    184.405    184.516    165.718
  9.613037  16117.298  16271.754  16456.185  16640.717    184.431    184.532    166.545
  9.657275  16136.693  16273.270  16457.725  16642.272    184.455    184.547    167.374
  9.702761  16155.793  16274.765  16459.243  16643.804    184.478    184.561    168.203
  9.749561  16174.579  16276.240  16460.740  16645.313    184.499    184.573    169.032
  9.797747  16193.032  16277.695  16462.214  16646.800    184.519    184.585    169.860
  9.847398  16211.132  16279.130  16463.668  16648.264    184.537    184.596    170.684
  9.898600  16228.857  16280.546  16465.100  16649.706    184.554    184.606    171.503
  9.951445  16246.187  16281.941  16466.510  16651.125    184.569    184.615    172.317
 10.006034  16263.101  16283.316  16467.899  16652.523    184.583    184.624    173.122
 10.062476  16279.576  16284.671  16469.267  16653.898    184.596    184.631    173.917
 10.120893  16295.591  16286.007  16470.614  16655.252    184.607    184.638    174.700
 10.181417  16311.124  16287.322  16471.939  16656.583    184.618    184.644    175.470
 10.244194  16326.152  16288.617  16473.244  16657.894    184.627    184.649    176.222
 10.309383  16340.654  16289.893  16474.528  16659.182    184.635    184.654    176.957
 10.377165  16354.607  16291.148  16475.791  16660.449    184.642    184.658    177.670
 10.447735  16367.992  16292.384  16477.033  16661.695    184.649    184.662    178.359
 10.521316  16380.786  16293.600  16478.254  16662.919    184.654    184.665    179.022
 10.598154  16392.971  16294.796  16479.455  16664.123    184.659    184.668    179.657
 10.678527  16404.528  16295.971  16480.635  16665.305    184.663    184.671    180.260
 10.762749  16415.440  16297.127  16481.794  16666.466    184.667    184.672    180.830
 10.851177  16425.692  16298.263  16482.933  16667.607    184.670    184.674    181.364
 10.944216  16435.270  16299.379  16484.051  16668.727    184.672    184.676    181.859
 11.042332  16444.164  16300.475  16485.149  16669.825    184.674    184.677    182.314
 11.146064  16452.367  16301.550  16486.226  16670.903    184.675    184.677    182.727
 11.256037  16459.874  16302.606  16487.282  16671.961    184.677    184.678    183.098
 11.372983  16466.684  16303.640  16488.318  16672.997    184.678    184.679    183.424
 11.497766  16472.803  16304.655  16489.333  16674.012    184.678    184.679    183.708
 11.631417  16478.240  16305.648  16490.327  16675.006    184.679    184.679    183.948
 11.775175  16483.008  16306.620  16491.299  16675.979    184.679    184.680    184.147
 11.930549  16487.129  16307.570  16492.250  16676.929    184.680    184.680    184.307
 12.099402  16490.629  16308.498  16493.178  16677.858    184.680    184.680    184.431
 12.284065  16493.543  16309.403  16494.083  16678.763    184.680    184.680    184.523
 12.487506  16495.909  16310.285  16494.965  16679.645    184.680    184.680    184.588
 12.713583  16497.777  16311.141  16495.821  16680.501    184.680    184.680    184.630
 12.967428  16499.199  16311.971  16496.651  16681.331    184.680    184.680    184.656
 13.256065  16500.235  16312.773  16497.453  16682.133    184.680    184.680    184.670
 13.589446  16500.948  16313.542  16498.222  16682.902    184.680    184.680    184.677
 13.982299  16501.404  16314.276  16498.956  16683.636    184.680    184.680    184.679
 14.457679  16501.667  16314.968  16499.648  16684.328    184.680    184.680    184.680
 15.054496  16501.799  16315.609  16500.289  16684.969    184.680    184.680    184.680
 15.845875  16501.853  16316.185  16500.865  16685.545    184.680    184.680    184.680
 16.994178  16501.868  16316.672  16501.352  16686.032    184.680    184.680    184.680
 18.988070  16501.870  16317.030  16501.710  16686.390    184.680    184.680    184.680
 25.400000  16501.870  16317.187  16501.867  16686.547    184.680    184.680    184.680
======================================================================================== 
